QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,WR,Josh Bellamy (9359255),Josh Bellamy,9359255,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,RB,Michael Burton (9359287),Michael Burton,9359287,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Justin Hardy (9359305),Justin Hardy,9359305,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,RB,Terron Ward (9359361),Terron Ward,9359361,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Titus Davis (9359371),Titus Davis,9359371,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,RB,Ka'Deem Carey (9359398),Ka'Deem Carey,9359398,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Tre McBride (9359402),Tre McBride,9359402,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Marvin Hall (9359518),Marvin Hall,9359518,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Daniel Braverman (9359620),Daniel Braverman,9359620,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Alton Howard (9359657),Alton Howard,9359657,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,RB,Josh Rounds (9359738),Josh Rounds,9359738,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Josh Magee (9359765),Josh Magee,9359765,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Deante Burton (9359791),Deante Burton,9359791,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Reginald Davis III (9359793),Reginald Davis III,9359793,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,RB,Kelvin Taylor (9359860),Kelvin Taylor,9359860,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Bra'Lon Cherry (9359884),Bra'Lon Cherry,9359884,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Tanner Gentry (9359895),Tanner Gentry,9359895,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,RB,Freddie Stevenson (9359912),Freddie Stevenson,9359912,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Austin Hooper (9359924),Austin Hooper,9359924,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,RB,Taquan Mizzell (9359987),Taquan Mizzell,9359987,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,RB,Tyler Renew (9360035),Tyler Renew,9360035,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,RB,Tarik Cohen (9360065),Tarik Cohen,9360065,3000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,RB,Brian Hill (9360103),Brian Hill,9360103,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Anthony Dable (9360176),Anthony Dable,9360176,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,RB,Jhurell Pressley (9360228),Jhurell Pressley,9360228,3000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,RB,Cedric Peerman (9358831),Cedric Peerman,9358831,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,RB,Bobby Rainey (9358983),Bobby Rainey,9358983,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Griff Whalen (9359024),Griff Whalen,9359024,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Michael Campanaro (9359104),Michael Campanaro,9359104,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Chris Matthews (9359169),Chris Matthews,9359169,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Kenny Bell (9359187),Kenny Bell,9359187,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Jake Kumerow (9359312),Jake Kumerow,9359312,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,RB,Javorius Allen (9359417),Javorius Allen,9359417,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Chris Moore (9359502),Chris Moore,9359502,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,RB,Tra Carson (9359530),Tra Carson,9359530,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,WR,Alex Erickson (9359624),Alex Erickson,9359624,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,RB,Kenneth Dixon (9359730),Kenneth Dixon,9359730,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Cody Core (9359775),Cody Core,9359775,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,RB,Ricky Ortiz (9359781),Ricky Ortiz,9359781,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,C.J. Board (9359789),C.J. Board,9359789,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Keenan Reynolds (9359797),Keenan Reynolds,9359797,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Alonzo Russell (9359816),Alonzo Russell,9359816,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,WR,Chris Brown (9359820),Chris Brown,9359820,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,RB,Lorenzo Taliaferro (9359832),Lorenzo Taliaferro,9359832,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,RB,Darrin Laufasa (9359939),Darrin Laufasa,9359939,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,WR,Kermit Whitfield (9359951),Kermit Whitfield,9359951,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,RB,Jarveon Williams (9359967),Jarveon Williams,9359967,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,WR,Quincy Adeboyejo (9360025),Quincy Adeboyejo,9360025,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Vince Mayle (9360031),Vince Mayle,9360031,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Josh Malone (9360083),Josh Malone,9360083,3000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,WR,Tim White (9360164),Tim White,9360164,3000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,RB,DeAngelo Williams (9358791),DeAngelo Williams,9358791,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Darrius Heyward-Bey (9358844),Darrius Heyward-Bey,9358844,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Josh Boyce (9359084),Josh Boyce,9359084,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Knile Davis (9359088),Knile Davis,9359088,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Cobi Hamilton (9359167),Cobi Hamilton,9359167,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,RB,Roosevelt Nix (9359225),Roosevelt Nix,9359225,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Jordan Leslie (9359261),Jordan Leslie,9359261,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Terrence Magee (9359356),Terrence Magee,9359356,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Brandon Wilds (9359461),Brandon Wilds,9359461,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Richard Mullaney (9359533),Richard Mullaney,9359533,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Kasen Williams (9359537),Kasen Williams,9359537,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Rannell Hall (9359559),Rannell Hall,9359559,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Terrell Watson (9359577),Terrell Watson,9359577,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,TE,Jesse James (9359615),Jesse James,9359615,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,RB,Trey Williams (9359663),Trey Williams,9359663,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Jordan Payton (9359677),Jordan Payton,9359677,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Justin Thomas (9359699),Justin Thomas,9359699,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,RB,Danny Vitale (9359712),Danny Vitale,9359712,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Ricardo Louis (9359748),Ricardo Louis,9359748,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Reggie Davis (9359920),Reggie Davis,9359920,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Demarcus Ayers (9359935),Demarcus Ayers,9359935,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Rashard Higgins (9359943),Rashard Higgins,9359943,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Matthew Dayes (9359955),Matthew Dayes,9359955,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Mario Alford (9360008),Mario Alford,9360008,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Rasheed Bailey (9360156),Rasheed Bailey,9360156,3000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Brandon Brown-Dukes (9360182),Brandon Brown-Dukes,9360182,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Marcus Tucker (9360184),Marcus Tucker,9360184,3000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Jeremy Ross (9358896),Jeremy Ross,9358896,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,RB,Matt Asiata (9358928),Matt Asiata,9358928,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Keshawn Martin (9359048),Keshawn Martin,9359048,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,RB,Mike James (9359090),Mike James,9359090,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Ryan Spadola (9359108),Ryan Spadola,9359108,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Jared Abbrederis (9359160),Jared Abbrederis,9359160,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Aaron Dobson (9359174),Aaron Dobson,9359174,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,WR,TJ Jones (9359219),TJ Jones,9359219,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,RB,Elijhaa Penny (9359504),Elijhaa Penny,9359504,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,WR,Brittan Golden (9359586),Brittan Golden,9359586,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,RB,Tion Green (9359605),Tion Green,9359605,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Michael Rector (9359673),Michael Rector,9359673,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Dontez Ford (9359718),Dontez Ford,9359718,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Carlton Agudosi (9359808),Carlton Agudosi,9359808,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,WR,Chris Hubert (9359842),Chris Hubert,9359842,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,RB,T.J. Logan (9359879),T.J. Logan,9359879,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,WR,Noel Thomas (9359893),Noel Thomas,9359893,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Jace Billingsley (9360057),Jace Billingsley,9360057,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Chad Williams (9360072),Chad Williams,9360072,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,RB,James Summers (9360172),James Summers,9360172,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,WR,Krishawn Hogan (9360198),Krishawn Hogan,9360198,3000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,WR,Dez Stewart (9360254),Dez Stewart,9360254,3000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Arrelious Benn (9358921),Arrelious Benn,9358921,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,RB,Jordan Todman (9359057),Jordan Todman,9359057,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,Tommy Bohanon (9359093),Tommy Bohanon,9359093,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,RB,Tyler Gaffney (9359112),Tyler Gaffney,9359112,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Devin Street (9359164),Devin Street,9359164,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,Jay Prosch (9359209),Jay Prosch,9359209,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Dres Anderson (9359213),Dres Anderson,9359213,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Larry Pinkard (9359259),Larry Pinkard,9359259,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,RB,Corey Grant (9359289),Corey Grant,9359289,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,DeAndrew White (9359293),DeAndrew White,9359293,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,Tyler Ervin (9359440),Tyler Ervin,9359440,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Jamal Robinson (9359446),Jamal Robinson,9359446,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Rashad Greene Sr. (9359475),Rashad Greene Sr.,9359475,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Marcus Leak (9359479),Marcus Leak,9359479,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,Akeem Hunt (9359498),Akeem Hunt,9359498,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Shane Wynn (9359553),Shane Wynn,9359553,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Kenneth Walker III (9359681),Kenneth Walker III,9359681,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Justin Hardee (9359707),Justin Hardee,9359707,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,I'Tavius Mathers (9359777),I'Tavius Mathers,9359777,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Amba Etta-Tawo (9359795),Amba Etta-Tawo,9359795,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Riley McCarron (9359836),Riley McCarron,9359836,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,Dare Ogunbowale (9359840),Dare Ogunbowale,9359840,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Andy Jones (9359846),Andy Jones,9359846,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Chris Thompson (9360018),Chris Thompson,9360018,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,Marquez Williams (9360076),Marquez Williams,9360076,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Keelan Cole (9360078),Keelan Cole,9360078,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Dede Westbrook (9360148),Dede Westbrook,9360148,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,RB,Tim Cook (9360168),Tim Cook,9360168,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Wendall Williams (9360180),Wendall Williams,9360180,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,DuJuan Harris (9360207),DuJuan Harris,9360207,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,RB,Jonathan Grimes (9360209),Jonathan Grimes,9360209,3000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Bruce Ellington (9360222),Bruce Ellington,9360222,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Germone Hopper (9360232),Germone Hopper,9360232,3000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Vincent Jackson (9358797),Vincent Jackson,9358797,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,RB,Austin Johnson (9358998),Austin Johnson,9358998,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Mitch Mathews (9359131),Mitch Mathews,9359131,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,RB,Storm Johnson (9359195),Storm Johnson,9359195,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,RB,Senorise Perry (9359257),Senorise Perry,9359257,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Josh Huff (9359275),Josh Huff,9359275,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,RB,Blake Sims (9359291),Blake Sims,9359291,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Bernard Reedy (9359320),Bernard Reedy,9359320,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Freddie Martino (9359335),Freddie Martino,9359335,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Shaq Hill (9359394),Shaq Hill,9359394,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Rashawn Scott (9359408),Rashawn Scott,9359408,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Jakeem Grant (9359469),Jakeem Grant,9359469,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Jordan Westerkamp (9359611),Jordan Westerkamp,9359611,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Derel Walker (9359631),Derel Walker,9359631,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,RB,Russell Hansbrough (9359653),Russell Hansbrough,9359653,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Malcolm Lewis (9359703),Malcolm Lewis,9359703,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,RB,Quayvon Hicks (9359773),Quayvon Hicks,9359773,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Leonte Carroo (9359810),Leonte Carroo,9359810,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,TE,O.J. Howard (9359903),O.J. Howard,9359903,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Francis Owusu (9359926),Francis Owusu,9359926,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,RB,De'Veon Smith (9359932),De'Veon Smith,9359932,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Bobo Wilson (9359953),Bobo Wilson,9359953,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Drew Morgan (9359975),Drew Morgan,9359975,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,RB,Peyton Barber (9359977),Peyton Barber,9359977,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Chris Godwin (9360117),Chris Godwin,9360117,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Isaiah Ford (9360125),Isaiah Ford,9360125,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Donteea Dye (9360160),Donteea Dye,9360160,3000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Rashad Lawrence (9360216),Rashad Lawrence,9360216,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Trey Griffey (9360230),Trey Griffey,9360230,3000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Harry Douglas (9358803),Harry Douglas,9358803,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Eric Weems (9358809),Eric Weems,9358809,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,RB,Jalston Fowler (9359215),Jalston Fowler,9359215,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Jonathan Krause (9359271),Jonathan Krause,9359271,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,RB,David Fluellen (9359318),David Fluellen,9359318,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,RB,Jamize Olawale (9359322),Jamize Olawale,9359322,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,K.J. Brent (9359455),K.J. Brent,9359455,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,Darius Jennings (9359487),Darius Jennings,9359487,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,RB,George Atkinson III (9359563),George Atkinson III,9359563,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,KeVonn Mabon (9359618),KeVonn Mabon,9359618,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Cordarrelle Patterson (9359659),Cordarrelle Patterson,9359659,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,RB,Brandon Radcliff (9359716),Brandon Radcliff,9359716,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Keon Hatcher (9359740),Keon Hatcher,9359740,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,Mekale McKay (9359742),Mekale McKay,9359742,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,RB,Joe Bacci (9359760),Joe Bacci,9359760,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Jaydon Mickens (9359783),Jaydon Mickens,9359783,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,RB,John Crockett (9359850),John Crockett,9359850,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,RB,Khalfani Muhammad (9359995),Khalfani Muhammad,9359995,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Johnny Holton (9360022),Johnny Holton,9360022,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,Giovanni Pascascio (9360108),Giovanni Pascascio,9360108,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,RB,Akeem Judd (9360131),Akeem Judd,9360131,3000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Ishmael Zamora (9360135),Ishmael Zamora,9360135,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,Isaac Whitney (9360146),Isaac Whitney,9360146,3000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,DST,Redskins  (9358759),Redskins ,9358759,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,TE,Vernon Davis (9358784),Vernon Davis,9358784,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,RB,Mack Brown (9359295),Mack Brown,9359295,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,RB,Kenny Hilliard (9359350),Kenny Hilliard,9359350,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,WR,Paul Turner (9359358),Paul Turner,9359358,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Kendal Thompson (9359377),Kendal Thompson,9359377,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,WR,David Watford (9359410),David Watford,9359410,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Maurice Harris (9359524),Maurice Harris,9359524,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,WR,Levern Jacobs (9359601),Levern Jacobs,9359601,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,WR,Zach Pascal (9359637),Zach Pascal,9359637,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,RB,Byron Marshall (9359651),Byron Marshall,9359651,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Bryce Treggs (9359671),Bryce Treggs,9359671,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Marcus Johnson (9359694),Marcus Johnson,9359694,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Mack Hollins (9359834),Mack Hollins,9359834,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Shelton Gibson (9359928),Shelton Gibson,9359928,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Greg Ward Jr. (9359937),Greg Ward Jr.,9359937,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,James Quick (9359947),James Quick,9359947,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,RB,Corey Clement (9359963),Corey Clement,9359963,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Robert Davis (9359971),Robert Davis,9359971,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,WR,Rashard Davis (9360244),Rashard Davis,9360244,3000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Jamari Staples (9360246),Jamari Staples,9360246,3000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,RB,Lance Dunbar (9359072),Lance Dunbar,9359072,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,RB,Christine Michael (9359152),Christine Michael,9359152,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Matt Hazel (9359299),Matt Hazel,9359299,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Aaron Green (9359365),Aaron Green,9359365,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Quan Bray (9359386),Quan Bray,9359386,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Chris Briggs (9359442),Chris Briggs,9359442,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Josh Ferguson (9359489),Josh Ferguson,9359489,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Nelson Spruce (9359528),Nelson Spruce,9359528,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,RB,Dalton Crossan (9359635),Dalton Crossan,9359635,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Fred Brown (9359645),Fred Brown,9359645,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Tevaun Smith (9359710),Tevaun Smith,9359710,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Paul McRoberts (9359714),Paul McRoberts,9359714,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Brandon Shippen (9359722),Brandon Shippen,9359722,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,JoJo Natson Jr. (9359734),JoJo Natson Jr.,9359734,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Matt Jones (9359767),Matt Jones,9359767,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Lenard Tillery (9359828),Lenard Tillery,9359828,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,RB,Troymaine Pope (9359830),Troymaine Pope,9359830,3000,IND@LAR 04:05PM ET,IND,
