playerId,player,team,position,age,exp,bye,points,lower,upper,sdPts,positionRank,dropoff,tier,ptSpread,overallECR,positionECR,sdRank,risk,sleeper,salary
2533457,Alfred Morris,DAL,RB,29,5,6,5.351560498,3.249026063,7.425817782,2.385458945,66,0.126803424,20,4.176791719,NA,64.5,6.5,6.024636217,NA,NA
100029,49ers,SF,DST,NA,NA,11,5.348292857,4.8,5.755232558,0.474703058,30,0.944107143,25,0.955232558,NA,28.3,3.2,3.149958213,NA,NA
2543715,Jerick McKinnon,MIN,RB,25,3,9,5.305844681,1.799026063,6.943357516,2.437966426,67,0.180259653,20,5.144331453,NA,64.1,5.7,5.333315396,NA,NA
2557898,Cooper Kupp,LAR,WR,24,0,9,5.299726889,2.25,7.551981818,2.711609914,100,0.098475964,26,5.301981818,NA,61.9,9.2,7.821908278,NA,NA
2495288,Virgil Green,DEN,TE,29,6,5,5.279413202,4.780128852,5.488654434,0.332948768,39,0.351397312,15,0.708525583,NA,33.7,1.7,3.362729138,NA,NA
2550328,Brandon Coleman,NO,WR,25,3,5,5.21679861,3.34,6.769273421,1.754463471,101,0.039814386,26,3.429273421,NA,73.9,12.5,7.59122258,NA,NA
2541944,Russell Shepard,CAR,WR,27,4,11,5.185703241,4.35,6.025215448,0.974310024,102,0.046753801,26,1.675215448,NA,106.5,7.5,5.226431767,NA,NA
100024,Jets,NYJ,DST,NA,NA,11,5.183157143,4,6.018297872,0.964426169,31,1.557942857,26,2.018297872,NA,26.3,4.1,5.44230825,NA,NA
2552424,Phillip Dorsett,NE,WR,24,2,9,5.168265207,1.473795455,7.760325163,3.426632523,103,0.198138271,26,6.286529709,NA,88.6,11.6,9.371447979,NA,NA
2557936,Joe Williams,SF,RB,24,0,11,5.143669468,0,7.850978593,4.214804896,68,0.041378476,20,7.850978593,NA,NA,NA,NA,NA,NA
2552580,A.J. Derby,DEN,TE,26,2,5,5.123170234,3.4,6.146978099,1.314990297,40,0.518387143,15,2.746978099,NA,36.6,5.2,5.426427459,NA,NA
2553895,Adam Humphries,TB,WR,NA,NA,11,5.109633672,4.48,5.502238675,0.604028677,104,0.287458797,26,1.022238675,NA,94.1,11.8,5.993019626,NA,NA
2550268,Charcandrick West,KC,RB,26,3,10,5.107500588,4.047327731,6.008593272,1.078075382,69,0.027683988,20,1.961265541,NA,56.9,7.3,6.715957038,NA,NA
2552471,T.J. Yeldon,JAC,RB,24,2,8,5.097081395,4.08,5.933569481,1.03751531,70,0.212595239,20,1.853569481,NA,66.6,6.5,6.024636217,NA,NA
2558250,Tarik Cohen,CHI,RB,22,0,9,5.062551807,0.02,8.017790698,3.798003316,71,0.491457715,20,7.997790698,NA,66.6,9,8.185013782,NA,NA
2558149,JuJu Smith-Schuster,PIT,WR,21,0,9,4.8306202,3.858817204,5.608666404,1.210043043,105,0.121849102,26,1.749849199,NA,92.9,5.9,5.060397395,NA,NA
2541966,Jaron Brown,ARI,WR,27,4,8,4.81372955,3.09135014,6.447626619,1.949706629,106,0.239542457,26,3.356276479,NA,94.6,9.7,7.036226036,NA,NA
2495187,Lance Kendricks,GB,TE,29,6,8,4.732861545,2.69,6.0055,1.631089524,41,0.372570835,16,3.3155,NA,44.3,6.9,6.428795215,NA,NA
2553631,Zach Zenner,DET,RB,NA,NA,7,4.706420504,1.63,6.99146789,2.785028816,72,0.300149587,20,5.36146789,NA,75.6,6.4,5.938221114,NA,NA
2552470,Sammie Coates,CLE,WR,24,2,9,4.603812646,2.928870265,6.310647416,2.131298015,107,0.073970998,26,3.381777151,NA,NA,NA,7.876849466,NA,NA
2555477,Charone Peake,NYJ,WR,25,1,11,4.544561541,3.92,5.034167616,0.558898053,108,0.098940141,26,1.114167616,NA,87.8,9.2,5.202108306,NA,NA
2532933,Brian Quick,WAS,WR,28,5,5,4.515121755,2.520934659,6.190392484,2.160956304,109,0.18660793,26,3.669457825,NA,92.7,11.4,7.774535139,NA,NA
2552402,Nick Boyle,BAL,TE,24,2,10,4.476704637,2.689026063,5.659039472,1.452421229,42,0.254474393,16,2.970013409,NA,NA,NA,NA,NA,NA
2558850,Donnel Pumphrey,PHI,RB,23,0,10,4.43576768,3.05422696,5.49016,1.63455597,73,0.060396991,21,2.43593304,NA,79.7,6.2,5.765390909,NA,NA
2552631,Javorius Allen,BAL,RB,26,2,10,4.376774155,0.94,7.512874618,3.541107184,74,0.066905885,21,6.572874618,NA,74.9,7.5,6.888787243,NA,NA
2550546,Philly Brown,FA,WR,26,3,NA,4.376121045,1.90522696,4.93536,2.073575239,110,0.247334324,27,3.03013304,NA,NA,NA,7.736354931,NA,NA
2550658,Branden Oliver,LAC,RB,26,3,8,4.373967222,3.61,5.308443765,1.244015766,75,0.16585335,21,1.698443765,NA,73.3,6.2,5.765390909,NA,NA
2543646,Bruce Ellington,HOU,WR,26,3,7,4.280906604,0.21,6.830364094,3.878856427,111,0.333809675,27,6.620364094,NA,94.7,4.4,7.883672149,NA,NA
